,date,shcode,doYD,dhYD,dlYD,dcYD,ihYD,ilYD,volYD,mdvYD,msvYD,mdcYD,mscYD,closeYD,doTD,dhTDbf,dlTDbf,ihTDbf,ilTDbf,volTDbf,mdvTDbf,msvTDbf,mdcTDbf,mscTDbf,gcut,lcut,iBID,iASK,tBID,tASK,prcBID,prcASK,profit,hname
3698,2025-06-09,019175,0.1,0.139,-0.013,0.047,8,505,244369,136790,94551,4813,4612,33100,-0.072,-0.047,-0.131,3,47,24577,17417,7160,376,307,0.097,0.068,96,374,101900,123800,30500,33500,0.09836,신풍제약우
3697,2025-06-09,032940,0.081,0.131,-0.03,-0.0,5,274,10252519,5351587,3971996,27285,26635,6400,0.053,0.186,0.033,26,9,3356808,1724020,1524215,9741,10121,0.1,0.07,31,695,94630,151830,7220,6710,-0.07064,원익
3696,2025-06-09,026040,-0.005,0.299,-0.014,0.299,75,4,1263680,805395,429616,2351,1853,2625,0.162,0.208,0.122,3,14,1413649,730607,634214,4602,5235,0.076,0.053,25,144,94330,104300,3085,2915,-0.05511,제이에스티나
3695,2025-06-05,355150,0.002,0.08,-0.011,0.045,53,9,301412,171362,122822,1588,1397,9140,0.047,0.116,0.04,7,1,185575,85593,99982,753,1026,0.073,0.051,63,699,100230,153000,9940,9530,-0.04125,코스텍시스
3694,2025-06-05,309930,0.0,0.093,-0.026,0.081,638,187,360360,164716,188580,787,805,3385,-0.015,-0.015,-0.114,0,27,139024,79587,54893,418,270,0.1,0.07,469,699,132530,153000,3205,3280,0.0234,오하임앤컴퍼니
3693,2025-06-05,308100,0.12,0.15,-0.189,-0.15,5,207,2493309,1355351,1005441,7267,6726,3265,-0.038,0.051,-0.038,9,0,239767,115207,124560,612,612,0.092,0.065,88,699,101500,153000,3320,3260,-0.01807,형지글로벌
3692,2025-06-05,204020,0.002,0.015,-0.022,-0.006,2,678,246206,124831,116942,246,541,2720,0.055,0.127,0.051,11,1,612464,253783,325339,1267,1707,0.072,0.05,143,699,104230,153000,2990,3015,0.00836,그리티
3691,2025-06-05,110020,0.002,0.298,0.002,0.298,531,0,2344473,1155248,1129363,6966,8168,3415,0.129,0.201,0.091,6,19,540661,316019,198132,2217,1994,0.1,0.07,201,394,111130,124800,3955,4355,0.10114,전진바이오팜
3690,2025-06-05,093240,0.05,0.113,-0.139,-0.059,0,216,3924844,2095305,1710312,5329,4922,1648,0.007,0.11,0.006,9,0,1058111,555319,446923,1639,1228,0.1,0.07,83,699,101230,153000,1764,1847,0.04705,형지엘리트
3689,2025-06-05,083650,-0.017,0.033,-0.031,0.025,677,173,1346918,682869,637774,20539,10765,36800,0.026,0.034,-0.026,9,50,527772,397181,130591,6214,2558,0.061,0.05,228,699,112500,153000,37250,37550,0.00805,비에이치아이
3688,2025-06-05,065500,0.06,0.071,-0.156,-0.119,0,34,11105168,5508310,5201666,19252,22008,5470,0.015,0.04,-0.038,15,50,1036532,566696,469836,2106,2564,0.082,0.057,121,699,103130,153000,5530,5370,-0.02893,오리엔트정공
3687,2025-06-05,019175,-0.089,0.281,-0.18,0.125,92,28,382610,189758,160031,6374,6538,31600,0.122,0.125,0.014,0,48,49180,34052,15128,1506,1226,0.1,0.07,67,424,100430,130300,34200,31800,-0.07018,신풍제약우
3686,2025-06-05,046210,-0.004,0.006,-0.041,-0.016,282,220,73571,31004,40829,346,303,2400,0.015,0.015,-0.05,0,18,27536,21933,3032,86,45,0.068,0.05,1,699,93130,153000,2380,2355,-0.0105,HLB파나진
3685,2025-06-05,042940,0.078,0.114,-0.3,-0.246,1,262,14156870,7824951,5947504,63057,72844,13940,-0.07,0.029,-0.071,32,0,978310,510431,467879,5000,5732,0.1,0.07,52,699,95700,153000,13810,13150,-0.04779,상지건설
3684,2025-06-05,032940,0.014,0.298,0.003,0.298,167,0,3987930,1931377,1769432,8217,7454,6400,0.042,0.078,0.011,5,46,2027944,1139147,888797,5672,5355,0.066,0.05,108,135,102500,103830,6740,6400,-0.05045,원익
3683,2025-06-05,002630,0.064,0.064,-0.172,-0.136,0,299,17066829,8994786,7241682,11868,10742,966,0.0,0.034,-0.033,6,49,1475993,834639,641354,1071,1104,0.07,0.05,88,699,101500,153000,975,975,0.0,오리엔트바이오
3682,2025-06-05,014970,0.06,0.166,-0.184,-0.018,4,225,5603615,3031089,2442398,31645,31460,7700,0.016,0.062,-0.012,10,46,354781,185893,168888,2774,3076,0.075,0.052,344,699,122300,153000,7970,7620,-0.04391,삼륭물산
3681,2025-06-05,011080,0.091,0.149,-0.241,-0.185,0,297,14679710,8268803,5977346,16950,14946,1226,-0.046,0.046,-0.046,9,0,1499089,758792,740297,1278,1463,0.096,0.067,89,699,101530,153000,1239,1209,-0.02421,형지I&C
3680,2025-06-05,000320,0.014,0.071,0.005,0.071,760,0,117411,34355,80448,1209,1523,18960,0.049,0.297,0.035,28,2,517621,292072,168664,4061,3494,0.08,0.056,467,634,132430,144800,22650,21350,-0.0574,노루홀딩스
3679,2025-06-04,461300,0.041,0.148,0.025,0.074,474,14,513356,217710,289021,4534,5338,17030,0.035,0.091,0.029,34,0,74182,22622,51560,600,727,0.061,0.05,28,699,94500,153000,18180,18190,0.00055,아이스크림미디어
3678,2025-06-04,448280,-0.0,0.14,-0.015,0.059,254,0,1964973,1010324,910505,12148,12294,10180,0.075,0.075,0.013,0,21,131857,83765,48092,861,579,0.061,0.05,41,699,95130,153000,10710,10840,0.01214,에코아이
3677,2025-06-04,413640,0.026,0.078,-0.004,0.056,309,3,152363,67001,81537,1187,1561,14080,0.06,0.116,-0.018,1,34,110455,70846,33576,1022,558,0.1,0.07,178,500,110000,134100,14980,16490,0.1008,비아이매트릭스
3676,2025-06-04,398120,-0.001,0.028,-0.006,-0.004,65,746,69393,48869,18543,231,237,3375,0.11,0.13,0.059,1,50,389819,224978,144036,1176,995,0.067,0.05,43,421,95230,130130,3725,3535,-0.05101,에스지헬스케어
3675,2025-06-04,389260,0.009,0.073,-0.022,0.048,225,27,775337,351161,412219,5231,6481,23800,0.025,0.036,-0.029,0,35,192187,137203,54984,1762,1070,0.067,0.05,226,699,112400,153000,24100,24050,-0.00207,대명에너지
3674,2025-06-04,355390,0.022,0.206,-0.015,0.171,382,5,2057799,1041796,942134,10270,11088,10080,0.046,0.051,-0.09,13,29,442210,245427,187935,1918,1715,0.1,0.07,19,699,94030,153000,10040,10310,0.02689,크라우드웍스
3673,2025-06-04,304100,0.018,0.136,0.005,0.119,289,13,1877888,795692,1046941,14260,19738,34850,0.116,0.128,0.042,0,32,934052,578407,355645,9336,8329,0.083,0.058,9,196,93530,110900,38150,41350,0.08388,솔트룩스
3672,2025-06-04,293580,0.001,0.093,-0.001,0.085,237,2,5528057,2562598,2815505,4838,7067,1519,0.013,0.032,-0.043,5,22,1072540,683108,389432,1153,1042,0.078,0.055,217,699,111930,153000,1525,1496,-0.01902,나우IB
3671,2025-06-04,322000,-0.034,0.123,-0.06,0.082,213,12,3275316,1626335,1603838,31171,33520,52200,0.067,0.067,-0.012,0,49,559974,389207,170767,5884,4167,0.079,0.056,228,699,112500,153000,54200,52300,-0.03506,HD현대에너지솔루션
3670,2025-06-04,239340,0.015,0.121,0.004,0.052,392,0,5317559,2787669,2384685,10905,12032,2525,0.028,0.036,-0.026,0,37,354441,240297,114144,645,625,0.063,0.05,2,192,93200,110700,2560,2725,0.06445,이스트에이드
3669,2025-06-04,210120,0.009,0.052,0.003,0.014,182,116,327057,144826,167647,633,816,4845,0.011,0.042,-0.096,2,50,132136,87529,36141,295,227,0.1,0.07,537,699,135930,153000,4790,4805,0.00313,캔버스엔
3668,2025-06-04,168330,0.0,0.3,0.0,0.199,140,0,5717288,2934395,2413391,10197,10759,2800,-0.032,0.004,-0.054,40,5,211461,112690,98771,676,666,0.06,0.05,16,699,93900,153000,2750,2720,-0.01091,내츄럴엔도텍
3667,2025-06-04,145210,0.0,0.045,0.0,0.026,9,0,80153,23506,49586,119,157,1030,-0.039,0.019,-0.039,11,0,7901,6460,1330,23,7,0.061,0.05,6,699,93400,153000,1028,1034,0.00584,다이나믹디자인
3666,2025-06-04,115530,-0.008,0.028,-0.026,-0.01,307,15,1042789,648950,379759,491,405,491,0.027,0.027,-0.061,0,6,304475,196485,107990,121,78,0.093,0.065,100,699,102100,153000,488,488,0.0,씨엔플러스
3665,2025-06-04,113810,-0.0,0.012,-0.027,-0.003,159,31,548442,256403,270130,540,754,1173,-0.018,-0.004,-0.069,2,40,329814,214126,115688,398,451,0.07,0.05,588,699,142500,153000,1140,1136,-0.00351,디젠스
3664,2025-06-04,110790,0.017,0.017,-0.007,-0.001,0,538,4238,2635,1438,256,60,4470,0.266,0.298,0.152,3,50,476782,250730,192845,2213,2442,0.037,0.05,18,54,94000,95800,5560,5280,-0.05036,크리스에프앤씨
3663,2025-06-04,110020,-0.008,0.271,-0.015,0.096,638,0,1315560,684346,569939,4452,5135,2630,0.101,0.274,0.089,13,6,702945,335635,319563,1718,2078,0.074,0.052,206,287,111400,115430,3160,3395,0.07437,전진바이오팜
3662,2025-06-04,093240,0.021,0.022,-0.076,-0.048,0,4,1640341,914640,642090,2949,2176,1752,-0.02,-0.02,-0.118,0,38,1249672,695437,511152,1434,1047,0.1,0.07,374,699,123800,153000,1651,1648,-0.00182,형지엘리트
3661,2025-06-04,096250,0.01,0.078,-0.01,0.067,340,19,199927,62551,131687,1190,2054,13440,0.104,0.129,0.061,3,9,429609,216550,213059,3117,3240,0.065,0.05,101,213,102130,111730,14840,15810,0.06536,와이즈넛
3660,2025-06-04,088340,0.013,0.299,0.009,0.299,670,1,3807890,1710790,1901912,24117,26808,24300,0.082,0.084,0.0,0,18,739375,432547,291145,5689,4852,0.084,0.059,2,56,93200,95900,25600,27800,0.08594,유라클
3659,2025-06-04,030210,0.0,0.043,-0.004,0.003,346,11,150340,76047,72910,619,966,3590,0.018,0.086,0.014,2,6,80313,25973,54340,182,319,0.071,0.05,3,699,93230,153000,3800,3785,-0.00395,다올투자증권
3658,2025-06-04,065500,-0.013,0.008,-0.088,-0.072,42,699,4551722,2239238,2067370,10258,12711,6210,-0.045,0.006,-0.156,2,24,3888713,1652238,2089667,5858,7484,0.1,0.07,47,109,95430,102530,5860,5450,-0.06997,오리엔트정공
3657,2025-06-04,013580,-0.0,0.009,-0.056,-0.017,187,6,412386,221023,174509,1917,2257,20700,0.014,0.016,-0.066,0,17,260957,170860,90097,1467,1169,0.088,0.061,87,699,101430,153000,20400,19970,-0.02108,계룡건설
3656,2025-06-04,053580,0.029,0.263,0.029,0.217,691,0,9249230,4509264,4472940,60546,67627,18160,0.05,0.066,-0.057,0,16,1542376,912376,584644,6605,6988,0.1,0.07,3,76,93230,100900,18490,20350,0.10059,웹케시
3655,2025-06-04,053300,0.023,0.071,0.012,0.051,173,7,3516025,1619440,1746247,8276,9053,5960,0.032,0.042,-0.024,0,18,1029387,699919,329468,3087,2779,0.067,0.05,92,699,101700,153000,6070,6230,0.02636,한국정보인증
3654,2025-06-04,052400,0.031,0.094,0.0,0.046,670,171,2034243,1071914,932922,16473,19381,45450,0.181,0.201,0.104,2,21,1086555,604117,482438,11179,11331,0.088,0.061,3,80,93230,101100,53000,57800,0.09057,코나아이
3653,2025-06-04,010660,-0.004,0.05,-0.021,0.035,416,3,648716,299876,318736,1312,1972,5340,-0.082,-0.054,-0.177,4,46,506001,333244,148066,1041,501,0.1,0.07,65,699,100330,153000,4795,4645,-0.03128,화천기계
3652,2025-06-04,045340,-0.002,0.0,-0.065,-0.032,0,17,162945,81584,73512,609,1122,5800,-0.045,-0.022,-0.084,1,9,103145,59545,41327,399,333,0.068,0.05,9,699,93530,153000,5540,5470,-0.01264,토탈소프트
3651,2025-06-04,043200,-0.03,0.257,-0.041,0.146,108,4,28873554,15209689,12805230,31790,35036,1180,0.021,0.05,-0.02,5,49,2184742,1539994,610394,2006,1370,0.071,0.05,41,250,95130,113600,1208,1295,0.07202,파루
3650,2025-06-04,037030,0.019,0.036,-0.01,0.019,14,78,783454,303813,221835,875,847,2655,0.041,0.092,0.025,4,9,649741,341815,307926,1289,2015,0.066,0.05,22,579,94200,142030,2835,2690,-0.05115,파워넷
3649,2025-06-04,026040,0.0,0.035,-0.019,0.03,736,3,123259,51164,63166,244,374,1906,0.032,0.099,0.024,31,4,73463,31123,42340,223,331,0.074,0.052,25,699,94330,153000,2040,2020,-0.0098,제이에스티나
3648,2025-06-04,014970,-0.013,0.12,-0.017,0.041,13,0,2322210,1234272,1004781,17757,19119,7840,0.08,0.101,-0.089,3,30,604122,355376,240755,4336,3613,0.1,0.07,321,335,121130,121830,8050,8870,0.10186,삼륭물산
3647,2025-06-04,001000,0.0,0.007,-0.007,0.005,150,699,13137,6231,5984,73,88,1646,0.002,0.024,-0.058,2,9,10467,8576,1891,64,38,0.088,0.061,58,699,100000,153000,1634,1641,0.00428,신라섬유
3646,2025-06-02,432430,0.011,0.011,-0.012,-0.0,0,178,51297,25187,23077,358,711,5680,0.081,0.136,0.06,37,0,368968,165605,203363,1228,1453,0.071,0.05,114,675,102800,150830,6290,5970,-0.05087,와이랩
3645,2025-06-02,389650,0.004,0.015,-0.007,0.011,227,1,53245,30441,22302,887,1035,41750,0.018,0.129,0.016,22,1,242960,105218,137742,3074,3420,0.1,0.07,40,699,95100,153000,45300,45750,0.00993,넥스트바이오메디컬
3644,2025-06-02,299660,-0.024,0.03,-0.052,-0.042,41,269,3267558,1983699,1199858,9940,10515,8520,0.001,0.002,-0.073,0,3,439095,271491,146889,1200,1102,0.081,0.057,0,699,93100,153000,8300,7850,-0.05422,셀리드
3643,2025-06-02,236810,-0.01,0.019,-0.01,0.002,9,0,19692,11862,5441,121,96,2905,0.043,0.114,0.04,42,2,180907,49102,131805,356,662,0.071,0.05,236,263,112900,114230,3155,2995,-0.05071,엔비티
3642,2025-06-02,222040,0.0,0.002,-0.027,-0.021,650,16,105203,40115,63513,351,508,5060,0.032,0.079,0.018,25,4,36163,16005,20158,96,155,0.06,0.05,14,164,93800,105300,5350,5680,0.06168,코스맥스엔비티
3641,2025-06-02,124500,-0.008,-0.002,-0.078,-0.05,0,450,826399,518614,293432,3461,2389,11370,0.002,0.012,-0.046,3,50,118102,78379,39723,473,324,0.061,0.05,104,699,102300,153000,11270,11030,-0.0213,아이티센글로벌
3640,2025-06-02,093240,0.028,0.034,-0.07,-0.063,14,652,1631458,1135960,450142,2597,1641,1841,-0.008,-0.003,-0.073,0,24,432330,262501,169829,748,527,0.075,0.052,84,699,101300,153000,1787,1752,-0.01959,형지엘리트
3639,2025-06-02,090080,-0.009,-0.002,-0.072,-0.067,0,580,3199995,1904670,1155596,3743,3161,1215,0.018,0.043,-0.029,8,24,945726,607552,338174,1054,888,0.074,0.052,15,549,93830,140530,1234,1170,-0.05186,평화산업
3638,2025-06-02,067080,0.035,0.05,-0.004,0.016,35,521,771009,449253,295095,5527,4840,16390,0.01,0.09,0.003,43,47,914372,399330,515042,4943,6035,0.087,0.061,3,309,93230,120530,17330,16270,-0.06117,대화제약
3637,2025-06-02,020120,-0.007,0.0,-0.026,-0.021,621,504,153793,103840,46865,764,569,3330,0.036,0.096,0.031,15,24,304518,150366,154152,668,947,0.063,0.05,238,699,113000,153000,3570,3420,-0.04202,키다리스튜디오
3636,2025-06-02,065500,0.025,0.034,-0.077,-0.077,0,758,3933252,2392773,1371647,9330,9744,6690,-0.039,0.008,-0.055,32,8,629622,265710,363912,1648,2494,0.066,0.05,13,611,93730,143630,6590,6260,-0.05008,오리엔트정공
3635,2025-06-02,004920,0.011,0.011,-0.022,-0.013,0,737,96531,67209,25585,153,129,1115,0.005,0.088,0.005,11,0,83062,27115,51165,87,138,0.082,0.057,12,699,93700,153000,1178,1178,0.0,씨아이테크
3634,2025-06-02,014970,-0.021,0.219,-0.048,-0.003,26,677,8564233,4394955,3789265,42503,45207,7530,0.061,0.12,0.021,3,49,624613,349207,275406,4313,4109,0.096,0.067,137,699,103930,153000,8150,7840,-0.03804,삼륭물산
3633,2025-06-02,011080,0.033,0.035,-0.073,-0.072,0,756,3742576,2353125,1226556,5346,4458,1671,-0.035,-0.024,-0.08,32,9,898514,504119,394395,1269,1107,0.061,0.05,21,588,94130,142500,1595,1515,-0.05016,형지I&C
3632,2025-05-30,418620,0.011,0.135,-0.021,0.081,555,237,471666,221188,229403,1516,1820,3810,-0.021,0.012,-0.054,16,33,39193,24011,15182,184,186,0.069,0.05,24,699,94300,153000,3760,3745,-0.00399,E8
3631,2025-05-30,307750,-0.008,0.3,-0.028,0.186,733,198,12669208,6576707,5903918,37663,42243,4295,0.164,0.22,0.129,26,5,4285306,2342297,1943009,12453,14860,0.08,0.056,12,105,93700,102330,5100,4810,-0.05686,국전약품
3630,2025-05-30,322000,0.02,0.042,0.001,0.037,465,8,592061,302483,280714,6385,5263,40700,0.118,0.169,0.086,21,14,1250280,679530,570750,14057,14944,0.077,0.054,507,699,134430,153000,46300,48250,0.04212,HD현대에너지솔루션
3629,2025-05-30,246960,0.0,0.012,-0.01,-0.005,236,191,2801,1389,1407,28,27,7990,0.299,0.299,0.13,25,37,806572,605121,201451,3711,2980,0.045,0.05,7,84,93430,101300,9860,9370,-0.0497,SCL사이언스
3628,2025-05-30,114450,-0.042,0.229,-0.094,0.047,531,229,19885814,10649316,8726939,30656,32894,3860,-0.036,0.166,-0.05,34,5,4562285,2367075,2090508,7861,8720,0.1,0.07,126,396,103400,124900,4175,3880,-0.07066,그린생명과학
3627,2025-05-30,080530,0.0,0.167,0.0,0.102,675,0,1352497,565984,710289,2815,3989,1429,0.008,0.064,-0.02,33,34,94660,53596,41064,429,456,0.085,0.059,19,490,94030,133600,1475,1601,0.08542,코디
3626,2025-05-30,072770,0.004,0.117,-0.039,0.087,134,4,4758268,2239034,2408507,3225,3888,735,-0.0,0.094,-0.0,15,0,1762197,1018950,743247,1616,1706,0.094,0.066,84,699,101300,153000,778,730,-0.0617,율호
3625,2025-05-30,067290,0.04,0.093,0.0,0.006,0,544,2188368,1269038,815334,4683,4241,1685,-0.008,0.079,-0.021,39,0,1016831,462534,554297,1483,1832,0.1,0.07,37,699,94930,153000,1754,1715,-0.02223,JW신약
3624,2025-05-30,054180,-0.0,0.043,-0.102,-0.067,2,277,24577322,13420770,9355465,25596,34780,237,-0.097,0.013,-0.101,32,0,7267718,3601271,3068620,4424,4207,0.1,0.07,9,699,93530,153000,230,219,-0.04783,메디콕스
3623,2025-05-30,009810,0.017,0.298,-0.007,0.298,199,40,25111942,12092389,12440630,17284,22979,392,-0.005,0.025,-0.056,4,25,3290164,2140874,1108467,1533,1395,0.086,0.061,55,143,95830,104230,391,367,-0.06138,플레이그램
3622,2025-05-30,036630,0.028,0.242,-0.03,0.043,314,70,2623966,1381407,1199298,15325,16645,5520,0.016,0.11,-0.004,43,2,296668,132111,146905,1057,1306,0.1,0.07,5,557,93330,140930,5890,6490,0.10187,세종텔레콤
3621,2025-05-30,00499K,0.0,0.298,0.0,0.298,726,0,68775,28098,38060,1016,1750,37200,0.051,0.09,0.005,4,48,29149,16097,10741,646,909,0.084,0.059,229,699,112530,153000,39350,40100,0.01906,롯데지주우
3620,2025-05-30,032940,0.015,0.142,-0.009,0.132,598,12,2033860,831320,1130835,4015,4831,4620,0.062,0.1,0.011,7,32,581906,369338,212568,1565,1227,0.088,0.061,12,421,93700,130130,4925,4620,-0.06193,원익
3619,2025-05-30,003090,0.005,0.3,-0.005,0.3,752,18,1167162,534479,600201,9962,11239,25050,0.002,0.002,-0.056,0,18,198037,122319,75718,2207,1252,0.061,0.05,22,37,94200,94930,24550,26100,0.06314,대웅
3618,2025-05-30,014970,0.179,0.299,0.16,0.299,17,7,1788046,1094976,395735,4014,2771,7550,0.101,0.219,0.086,16,0,3504959,1790525,1654538,15116,15503,0.1,0.07,3,123,93230,103230,8820,8200,-0.07029,삼륭물산
3617,2025-05-30,010170,0.01,0.133,0.01,0.107,479,0,3259199,1310405,1773306,1637,2513,673,0.046,0.058,-0.01,0,35,290775,194054,96721,302,268,0.069,0.05,2,699,93200,153000,695,734,0.05612,대한광통신
3616,2025-05-30,001290,0.002,0.3,-0.025,0.3,173,47,16019980,9211799,6609614,9210,11317,685,0.131,0.299,0.117,24,7,15055269,7428907,7441284,7338,9319,0.05,0.05,18,99,94000,102030,842,800,-0.04988,상상인증권
3615,2025-05-29,365900,0.0,0.069,0.0,0.006,285,0,19696,5122,13921,53,59,3370,0.0,0.077,0.0,10,0,4242,2162,1824,25,36,0.077,0.054,50,699,95600,153000,3530,3460,-0.01983,브이씨
3614,2025-05-29,351320,0.002,0.087,-0.014,0.043,597,5,341910,158891,177110,464,572,2680,-0.017,-0.013,-0.136,0,44,164287,99256,55087,231,221,0.1,0.07,35,456,94830,131900,2520,2340,-0.07143,넥사다이내믹스
3613,2025-05-29,317120,-0.063,-0.015,-0.105,-0.082,39,172,2173473,1166769,741657,4682,4494,2790,0.036,0.07,-0.047,2,32,372673,223278,149395,1198,989,0.1,0.07,353,420,122730,130100,2860,2655,-0.07168,라닉스
3612,2025-05-29,012170,-0.008,0.001,-0.041,-0.041,10,760,68078,48703,16808,282,255,4195,-0.013,0.039,-0.023,29,0,5166,2375,2791,35,52,0.063,0.05,137,699,103930,153000,4265,4190,-0.01758,아센디오
3611,2025-05-29,053350,0.0,0.129,0.0,0.093,416,0,350463,111744,229843,1170,1668,9730,-0.003,0.007,-0.07,1,39,45933,27412,18521,290,176,0.083,0.058,227,699,112430,153000,9520,9430,-0.00945,이니텍
3610,2025-05-29,037230,0.0,0.006,-0.016,-0.01,9,52,79932,36673,26328,172,148,1917,0.026,0.119,0.026,7,0,726819,367344,359475,1407,1677,0.09,0.063,11,699,93630,153000,2080,2035,-0.02163,한국팩키지
3609,2025-05-29,027040,0.0,0.239,-0.01,0.107,195,66,3431982,1528728,1737262,908,2476,227,0.026,0.044,-0.018,2,34,154750,107052,41375,79,200,0.063,0.05,531,699,135630,153000,233,227,-0.02575,서울전자통신
3608,2025-05-29,019570,0.099,0.207,-0.017,-0.017,25,758,46727662,25596362,19123408,25094,30525,347,0.02,0.035,-0.052,1,23,1274044,829983,444061,458,386,0.091,0.064,125,142,103330,104200,348,381,0.09483,플루토스
3607,2025-05-29,001390,0.003,0.132,0.003,0.126,744,0,1642919,586485,957036,2762,3847,4250,-0.019,0.027,-0.032,27,5,263844,130481,133363,648,650,0.061,0.05,7,699,93430,153000,4270,4375,0.02459,KG케미칼
3606,2025-05-29,001290,0.0,0.299,0.0,0.133,164,0,12241286,6703962,5364587,17270,18592,527,0.061,0.068,-0.025,0,37,649598,431719,217879,603,577,0.095,0.067,68,73,100500,100730,545,598,0.09725,상상인증권
3605,2025-05-28,457550,-0.022,0.009,-0.043,-0.002,125,15,538311,287159,239050,4089,4219,22250,0.02,0.025,-0.04,4,48,176743,129762,46981,1089,844,0.068,0.05,114,533,102800,135730,22250,21100,-0.05169,우진엔텍
3604,2025-05-28,389260,0.009,0.049,-0.002,0.002,107,756,273115,154559,114572,2305,2237,21550,-0.012,0.009,-0.051,0,27,74824,49349,25475,726,420,0.064,0.05,366,699,123400,153000,21300,21150,-0.00704,대명에너지
3603,2025-05-28,331920,0.012,0.088,-0.009,0.062,235,13,99573,43739,51767,421,542,3495,0.001,0.003,-0.056,4,36,18112,15487,2625,104,63,0.062,0.05,611,699,143630,153000,3430,3360,-0.02041,셀레믹스
3602,2025-05-28,299660,-0.003,0.299,-0.165,0.299,753,414,10677638,5043737,4560842,24111,23905,8350,0.068,0.098,-0.024,0,46,2304697,1446004,858693,7574,6260,0.1,0.07,230,448,112600,131500,8780,9670,0.10137,셀리드
3601,2025-05-28,240550,0.006,0.044,-0.046,-0.04,56,724,1475817,885657,550591,6981,6244,11030,0.014,0.085,0.008,17,49,925773,424255,501518,3733,4241,0.076,0.054,202,699,111200,153000,11650,11320,-0.02833,동방메디컬
3600,2025-05-28,219750,-0.019,-0.019,-0.215,-0.159,0,70,3616953,2184748,1305777,4930,4447,1384,-0.017,0.019,-0.053,30,47,337374,168845,168529,1095,1514,0.076,0.053,61,699,100130,153000,1372,1340,-0.02332,한국비티비
3599,2025-05-28,137940,-0.009,0.084,-0.075,-0.046,402,19,19112858,10533586,8162019,7515,10542,522,-0.084,-0.067,-0.126,1,39,3044065,1770392,1273673,934,974,0.068,0.05,3,699,93230,153000,476,467,-0.01891,넥스트아이
3598,2025-05-28,125020,0.004,0.3,-0.025,0.3,604,5,18976895,9608348,9145690,41496,44315,7150,0.05,0.066,-0.0,3,29,3229888,2027882,1202006,11884,8365,0.066,0.05,269,459,114530,132030,7450,7080,-0.04966,티씨머티리얼즈
3597,2025-05-28,115530,-0.028,0.004,-0.034,-0.009,87,2,675104,391805,263451,293,261,464,0.006,0.095,-0.0,29,50,301832,123632,178200,188,189,0.095,0.066,496,699,133900,153000,492,485,-0.01423,씨엔플러스
3596,2025-05-28,18064K,-0.023,0.107,-0.08,0.024,253,30,305860,171646,126565,6542,6285,44100,0.0,0.063,-0.002,8,0,33212,17248,15964,1467,1460,0.066,0.05,18,35,94000,94830,45800,48850,0.06659,한진칼우
3595,2025-05-28,101730,-0.007,0.023,-0.012,-0.003,0,75,34435,16986,13000,225,334,5950,0.064,0.151,0.054,16,1,256580,118812,133770,1219,1598,0.093,0.065,58,699,100000,153000,6630,6570,-0.00905,위메이드맥스
3594,2025-05-28,090080,0.001,0.013,-0.08,-0.076,170,715,5895262,3351707,2358759,6337,6384,1458,-0.005,-0.005,-0.066,0,12,963955,592213,371742,1233,736,0.066,0.05,42,477,95200,132930,1417,1346,-0.05011,평화산업
3593,2025-05-28,083660,-0.0,-0.0,-0.062,-0.032,0,318,178842,105325,72251,199,304,815,0.01,0.104,0.01,31,0,120868,34368,68182,122,224,0.094,0.065,13,219,93730,112030,871,954,0.09529,CSA 코스믹
3592,2025-05-28,069540,0.0,0.297,-0.003,0.049,729,1,12709434,6259934,5324613,11775,12129,965,0.3,0.3,0.222,19,25,10010271,7431917,2578354,7391,5121,0.015,0.05,558,570,141000,141600,1226,1246,0.01631,빛과전자
3591,2025-05-28,066910,0.037,0.037,-0.049,-0.02,0,598,414470,343499,65640,403,257,804,0.003,0.003,-0.099,0,34,207239,131930,65122,212,158,0.1,0.07,84,554,101300,140800,775,854,0.10194,손오공
3590,2025-05-28,066790,-0.007,0.248,-0.015,0.154,251,9,25746265,13628054,11518833,30632,33555,1575,0.063,0.072,0.001,1,47,2459615,1601834,857781,4243,4033,0.072,0.05,219,565,112030,141330,1646,1563,-0.05043,씨씨에스
3589,2025-05-28,056730,0.151,0.266,0.051,0.068,8,744,7284026,3999388,3060487,19145,19826,875,-0.054,-0.029,-0.085,25,5,201767,116988,84779,271,181,0.061,0.05,15,699,93830,153000,832,828,-0.00481,CNT85
3588,2025-05-28,010770,0.009,0.033,-0.117,-0.103,225,651,3851213,2131570,1591421,11936,13661,8940,-0.024,-0.01,-0.092,0,48,566893,304677,262216,1921,1530,0.09,0.063,32,445,94700,131330,8580,8040,-0.06294,평화홀딩스
3587,2025-05-28,037370,0.016,0.017,-0.017,-0.003,1,756,13869,10375,2523,87,67,5790,0.052,0.105,0.021,27,11,60081,28228,31853,310,393,0.083,0.058,21,699,94130,153000,6220,6140,-0.01286,EG
3586,2025-05-28,037030,0.0,0.0,-0.017,-0.002,0,238,45154,25481,14855,134,155,2335,0.15,0.233,0.146,6,27,3178659,1625586,1407958,5920,6282,0.074,0.052,12,146,93700,104400,2805,2655,-0.05348,파워넷
3585,2025-05-28,036630,-0.001,0.299,-0.02,0.299,520,8,2219346,1063000,1131110,6015,6480,5840,-0.055,0.134,-0.058,9,0,911390,416117,446763,3747,4455,0.1,0.07,4,110,93300,102600,6190,5760,-0.06947,세종텔레콤
